game,checkpoint,agent,agent1_rew,agent2_rew,agent3_rew,agent4_rew,vs_random,agent_random
foozpong_v1,19800000,first_0,-15.5,15.5,-15.5,15.5,False,False
foozpong_v1,19800000,first_0,7.166666666666667,-7.166666666666667,7.166666666666667,-7.166666666666667,True,False
foozpong_v1,19800000,second_0,-3.8,3.8,-3.8,3.8,True,False
foozpong_v1,19800000,third_0,-1.6363636363636365,1.6363636363636365,-1.6363636363636365,1.6363636363636365,True,False
foozpong_v1,19800000,fourth_0,-2.6,2.6,-2.6,2.6,True,False
foozpong_v1,200000,fourth_0,0.5794392523364486,-0.5794392523364486,0.5794392523364486,-0.5794392523364486,True,True
pong_v1,200000,first_0,20.3125,-20.3125,nan,nan,False,False
pong_v1,200000,first_0,5.323529411764706,-5.323529411764706,nan,nan,True,False
pong_v1,200000,second_0,20.611940298507463,-20.611940298507463,nan,nan,True,False
boxing_v1,14600000,first_0,-3.3448275862068964,3.3448275862068964,nan,nan,True,False
pong_v1,600000,first_0,20.21875,-20.21875,nan,nan,False,False
pong_v1,600000,first_0,-6.487179487179487,6.487179487179487,nan,nan,True,False
pong_v1,600000,second_0,20.29230769230769,-20.29230769230769,nan,nan,True,False
pong_v1,1000000,first_0,20.672131147540984,-20.672131147540984,nan,nan,False,False
pong_v1,1000000,first_0,9.428571428571429,-9.428571428571429,nan,nan,True,False
pong_v1,1000000,second_0,21.0,-21.0,nan,nan,True,False
pong_v1,1400000,first_0,21.0,-21.0,nan,nan,False,False
pong_v1,1400000,first_0,13.0,-13.0,nan,nan,True,False
pong_v1,1400000,second_0,-5.277777777777778,5.277777777777778,nan,nan,True,False
pong_v1,1800000,first_0,18.727272727272727,-18.727272727272727,nan,nan,False,False
boxing_v1,14600000,second_0,0.8275862068965517,-0.8275862068965517,nan,nan,True,False
pong_v1,1800000,first_0,10.023809523809524,-10.023809523809524,nan,nan,True,False
pong_v1,1800000,second_0,-4.7368421052631575,4.7368421052631575,nan,nan,True,False
pong_v1,2200000,first_0,5.5,-5.5,nan,nan,False,False
pong_v1,2200000,first_0,16.72340425531915,-16.72340425531915,nan,nan,True,False
pong_v1,2200000,second_0,-15.767441860465116,15.767441860465116,nan,nan,True,False
pong_v1,2600000,first_0,-3.9565217391304346,3.9565217391304346,nan,nan,False,False
pong_v1,2600000,first_0,16.51063829787234,-16.51063829787234,nan,nan,True,False
pong_v1,2600000,second_0,-17.681818181818183,17.681818181818183,nan,nan,True,False
pong_v1,3000000,first_0,1.3157894736842106,-1.3157894736842106,nan,nan,False,False
pong_v1,3000000,first_0,18.66,-18.66,nan,nan,True,False
boxing_v1,15000000,first_0,4.517241379310345,-4.517241379310345,nan,nan,False,False
pong_v1,3000000,second_0,-18.11904761904762,18.11904761904762,nan,nan,True,False
pong_v1,3400000,first_0,-8.210526315789474,8.210526315789474,nan,nan,False,False
pong_v1,3400000,first_0,19.115384615384617,-19.115384615384617,nan,nan,True,False
pong_v1,3400000,second_0,-19.510204081632654,19.510204081632654,nan,nan,True,False
pong_v1,3800000,first_0,-10.736842105263158,10.736842105263158,nan,nan,False,False
pong_v1,3800000,first_0,18.21875,-18.21875,nan,nan,True,False
pong_v1,3800000,second_0,-19.431818181818183,19.431818181818183,nan,nan,True,False
pong_v1,4200000,first_0,-4.615384615384615,4.615384615384615,nan,nan,False,False
pong_v1,4200000,first_0,18.823529411764707,-18.823529411764707,nan,nan,True,False
pong_v1,4200000,second_0,-20.020833333333332,20.020833333333332,nan,nan,True,False
boxing_v1,15000000,first_0,0.7586206896551724,-0.7586206896551724,nan,nan,True,False
pong_v1,4600000,first_0,-5.928571428571429,5.928571428571429,nan,nan,False,False
pong_v1,4600000,first_0,19.2,-19.2,nan,nan,True,False
pong_v1,4600000,second_0,-20.12,20.12,nan,nan,True,False
pong_v1,5000000,first_0,-7.266666666666667,7.266666666666667,nan,nan,False,False
pong_v1,5000000,first_0,19.434782608695652,-19.434782608695652,nan,nan,True,False
pong_v1,5000000,second_0,-20.41176470588235,20.41176470588235,nan,nan,True,False
pong_v1,5400000,first_0,-7.5,7.5,nan,nan,False,False
pong_v1,5400000,first_0,20.0,-20.0,nan,nan,True,False
pong_v1,5400000,second_0,-20.291666666666668,20.291666666666668,nan,nan,True,False
pong_v1,5800000,first_0,-6.066666666666666,6.066666666666666,nan,nan,False,False
boxing_v1,15000000,second_0,-2.586206896551724,2.586206896551724,nan,nan,True,False
pong_v1,5800000,first_0,20.185185185185187,-20.185185185185187,nan,nan,True,False
pong_v1,5800000,second_0,-20.215686274509803,20.215686274509803,nan,nan,True,False
pong_v1,6200000,first_0,-7.933333333333334,7.933333333333334,nan,nan,False,False
pong_v1,6200000,first_0,20.081632653061224,-20.081632653061224,nan,nan,True,False
pong_v1,6200000,second_0,-20.26,20.26,nan,nan,True,False
pong_v1,6600000,first_0,-5.461538461538462,5.461538461538462,nan,nan,False,False
pong_v1,6600000,first_0,19.941176470588236,-19.941176470588236,nan,nan,True,False
pong_v1,6600000,second_0,-20.333333333333332,20.333333333333332,nan,nan,True,False
pong_v1,7000000,first_0,-5.0,5.0,nan,nan,False,False
pong_v1,7000000,first_0,19.979591836734695,-19.979591836734695,nan,nan,True,False
boxing_v1,15400000,first_0,-1.1379310344827587,1.1379310344827587,nan,nan,False,False
pong_v1,7000000,second_0,-20.51923076923077,20.51923076923077,nan,nan,True,False
pong_v1,7400000,first_0,-7.461538461538462,7.461538461538462,nan,nan,False,False
pong_v1,7400000,first_0,19.979166666666668,-19.979166666666668,nan,nan,True,False
pong_v1,7400000,second_0,-20.69811320754717,20.69811320754717,nan,nan,True,False
pong_v1,7800000,first_0,-8.071428571428571,8.071428571428571,nan,nan,False,False
pong_v1,7800000,first_0,19.891304347826086,-19.891304347826086,nan,nan,True,False
pong_v1,7800000,second_0,-20.56,20.56,nan,nan,True,False
pong_v1,8200000,first_0,-12.866666666666667,12.866666666666667,nan,nan,False,False
pong_v1,8200000,first_0,19.630434782608695,-19.630434782608695,nan,nan,True,False
pong_v1,8200000,second_0,-20.354166666666668,20.354166666666668,nan,nan,True,False
boxing_v1,15400000,first_0,4.862068965517241,-4.862068965517241,nan,nan,True,False
pong_v1,8600000,first_0,-4.333333333333333,4.333333333333333,nan,nan,False,False
pong_v1,8600000,first_0,20.3,-20.3,nan,nan,True,False
pong_v1,8600000,second_0,-20.4468085106383,20.4468085106383,nan,nan,True,False
pong_v1,9000000,first_0,-4.0,4.0,nan,nan,False,False
pong_v1,9000000,first_0,20.0,-20.0,nan,nan,True,False
pong_v1,9000000,second_0,-20.607843137254903,20.607843137254903,nan,nan,True,False
pong_v1,9400000,first_0,-4.666666666666667,4.666666666666667,nan,nan,False,False
pong_v1,9400000,first_0,20.452830188679247,-20.452830188679247,nan,nan,True,False
pong_v1,9400000,second_0,-20.72,20.72,nan,nan,True,False
pong_v1,9800000,first_0,-7.6923076923076925,7.6923076923076925,nan,nan,False,False
boxing_v1,15400000,second_0,-3.2758620689655173,3.2758620689655173,nan,nan,True,False
pong_v1,9800000,first_0,20.41509433962264,-20.41509433962264,nan,nan,True,False
pong_v1,9800000,second_0,-20.75925925925926,20.75925925925926,nan,nan,True,False
pong_v1,10200000,first_0,-1.8181818181818181,1.8181818181818181,nan,nan,False,False
pong_v1,10200000,first_0,20.39622641509434,-20.39622641509434,nan,nan,True,False
pong_v1,10200000,second_0,-20.641509433962263,20.641509433962263,nan,nan,True,False
pong_v1,10600000,first_0,-7.166666666666667,7.166666666666667,nan,nan,False,False
pong_v1,10600000,first_0,20.352941176470587,-20.352941176470587,nan,nan,True,False
pong_v1,10600000,second_0,-20.735849056603772,20.735849056603772,nan,nan,True,False
pong_v1,11000000,first_0,-1.6363636363636365,1.6363636363636365,nan,nan,False,False
pong_v1,11000000,first_0,20.537037037037038,-20.537037037037038,nan,nan,True,False
boxing_v1,15800000,first_0,-0.2413793103448276,0.2413793103448276,nan,nan,False,False
pong_v1,11000000,second_0,-20.666666666666668,20.666666666666668,nan,nan,True,False
pong_v1,11400000,first_0,-6.5,6.5,nan,nan,False,False
pong_v1,11400000,first_0,20.41176470588235,-20.41176470588235,nan,nan,True,False
pong_v1,11400000,second_0,-20.61111111111111,20.61111111111111,nan,nan,True,False
pong_v1,11800000,first_0,-8.25,8.25,nan,nan,False,False
pong_v1,11800000,first_0,20.555555555555557,-20.555555555555557,nan,nan,True,False
pong_v1,11800000,second_0,-20.685185185185187,20.685185185185187,nan,nan,True,False
pong_v1,12200000,first_0,-7.333333333333333,7.333333333333333,nan,nan,False,False
pong_v1,12200000,first_0,20.25,-20.25,nan,nan,True,False
pong_v1,12200000,second_0,-20.686274509803923,20.686274509803923,nan,nan,True,False
boxing_v1,15800000,first_0,0.10344827586206896,-0.10344827586206896,nan,nan,True,False
boxing_v1,1400000,first_0,6.344827586206897,-6.344827586206897,nan,nan,True,False
pong_v1,12600000,first_0,-6.818181818181818,6.818181818181818,nan,nan,False,False
pong_v1,12600000,first_0,20.37735849056604,-20.37735849056604,nan,nan,True,False
pong_v1,12600000,second_0,-20.615384615384617,20.615384615384617,nan,nan,True,False
pong_v1,13000000,first_0,-6.583333333333333,6.583333333333333,nan,nan,False,False
pong_v1,13000000,first_0,20.471698113207548,-20.471698113207548,nan,nan,True,False
pong_v1,13000000,second_0,-20.73076923076923,20.73076923076923,nan,nan,True,False
pong_v1,13400000,first_0,-4.545454545454546,4.545454545454546,nan,nan,False,False
pong_v1,13400000,first_0,20.365384615384617,-20.365384615384617,nan,nan,True,False
pong_v1,13400000,second_0,-20.596153846153847,20.596153846153847,nan,nan,True,False
pong_v1,13800000,first_0,-5.454545454545454,5.454545454545454,nan,nan,False,False
boxing_v1,15800000,second_0,-5.241379310344827,5.241379310344827,nan,nan,True,False
pong_v1,13800000,first_0,20.5,-20.5,nan,nan,True,False
pong_v1,13800000,second_0,-20.705882352941178,20.705882352941178,nan,nan,True,False
pong_v1,14200000,first_0,-3.090909090909091,3.090909090909091,nan,nan,False,False
pong_v1,14200000,first_0,20.270833333333332,-20.270833333333332,nan,nan,True,False
pong_v1,14200000,second_0,-20.42,20.42,nan,nan,True,False
pong_v1,14600000,first_0,-6.333333333333333,6.333333333333333,nan,nan,False,False
pong_v1,14600000,first_0,20.408163265306122,-20.408163265306122,nan,nan,True,False
pong_v1,14600000,second_0,-20.745098039215687,20.745098039215687,nan,nan,True,False
pong_v1,15000000,first_0,-3.3636363636363638,3.3636363636363638,nan,nan,False,False
pong_v1,15000000,first_0,20.46153846153846,-20.46153846153846,nan,nan,True,False
boxing_v1,16200000,first_0,-1.6896551724137931,1.6896551724137931,nan,nan,False,False
pong_v1,15000000,second_0,-20.66,20.66,nan,nan,True,False
pong_v1,15400000,first_0,-9.583333333333334,9.583333333333334,nan,nan,False,False
pong_v1,15400000,first_0,20.403846153846153,-20.403846153846153,nan,nan,True,False
pong_v1,15400000,second_0,-20.705882352941178,20.705882352941178,nan,nan,True,False
pong_v1,15800000,first_0,-1.8888888888888888,1.8888888888888888,nan,nan,False,False
pong_v1,15800000,first_0,20.510204081632654,-20.510204081632654,nan,nan,True,False
pong_v1,15800000,second_0,-20.56,20.56,nan,nan,True,False
pong_v1,16200000,first_0,-2.5454545454545454,2.5454545454545454,nan,nan,False,False
pong_v1,16200000,first_0,20.583333333333332,-20.583333333333332,nan,nan,True,False
pong_v1,16200000,second_0,-20.833333333333332,20.833333333333332,nan,nan,True,False
boxing_v1,16200000,first_0,-1.5517241379310345,1.5517241379310345,nan,nan,True,False
pong_v1,16600000,first_0,-3.1818181818181817,3.1818181818181817,nan,nan,False,False
pong_v1,16600000,first_0,20.4375,-20.4375,nan,nan,True,False
pong_v1,16600000,second_0,-20.557692307692307,20.557692307692307,nan,nan,True,False
pong_v1,17000000,first_0,-2.25,2.25,nan,nan,False,False
pong_v1,17000000,first_0,20.470588235294116,-20.470588235294116,nan,nan,True,False
pong_v1,17000000,second_0,-20.61111111111111,20.61111111111111,nan,nan,True,False
pong_v1,17400000,first_0,-2.1818181818181817,2.1818181818181817,nan,nan,False,False
pong_v1,17400000,first_0,20.62962962962963,-20.62962962962963,nan,nan,True,False
pong_v1,17400000,second_0,-20.75,20.75,nan,nan,True,False
pong_v1,17800000,first_0,-5.75,5.75,nan,nan,False,False
boxing_v1,16200000,second_0,-13.724137931034482,13.724137931034482,nan,nan,True,False
pong_v1,17800000,first_0,20.49019607843137,-20.49019607843137,nan,nan,True,False
pong_v1,17800000,second_0,-20.647058823529413,20.647058823529413,nan,nan,True,False
pong_v1,18200000,first_0,-0.36363636363636365,0.36363636363636365,nan,nan,False,False
pong_v1,18200000,first_0,20.346153846153847,-20.346153846153847,nan,nan,True,False
pong_v1,18200000,second_0,-20.865384615384617,20.865384615384617,nan,nan,True,False
pong_v1,18600000,first_0,-1.5454545454545454,1.5454545454545454,nan,nan,False,False
pong_v1,18600000,first_0,20.313725490196077,-20.313725490196077,nan,nan,True,False
pong_v1,18600000,second_0,-20.49019607843137,20.49019607843137,nan,nan,True,False
pong_v1,19000000,first_0,-5.545454545454546,5.545454545454546,nan,nan,False,False
pong_v1,19000000,first_0,20.53846153846154,-20.53846153846154,nan,nan,True,False
boxing_v1,16600000,first_0,-5.241379310344827,5.241379310344827,nan,nan,False,False
pong_v1,19000000,second_0,-20.76923076923077,20.76923076923077,nan,nan,True,False
pong_v1,19400000,first_0,-3.0833333333333335,3.0833333333333335,nan,nan,False,False
pong_v1,19400000,first_0,20.352941176470587,-20.352941176470587,nan,nan,True,False
pong_v1,19400000,second_0,-20.612244897959183,20.612244897959183,nan,nan,True,False
pong_v1,19800000,first_0,-4.909090909090909,4.909090909090909,nan,nan,False,False
pong_v1,19800000,first_0,20.51923076923077,-20.51923076923077,nan,nan,True,False
pong_v1,19800000,second_0,-20.725490196078432,20.725490196078432,nan,nan,True,False
pong_v1,200000,second_0,2.319559228650138,-2.319559228650138,nan,nan,True,True
combat_plane_v1,200000,first_0,-1.24,1.24,nan,nan,False,False
combat_plane_v1,200000,first_0,0.76,-0.76,nan,nan,True,False
boxing_v1,16600000,first_0,-2.1724137931034484,2.1724137931034484,nan,nan,True,False
combat_plane_v1,200000,second_0,-0.64,0.64,nan,nan,True,False
combat_plane_v1,600000,first_0,1.04,-1.04,nan,nan,False,False
combat_plane_v1,600000,first_0,0.28,-0.28,nan,nan,True,False
combat_plane_v1,600000,second_0,-2.04,2.04,nan,nan,True,False
combat_plane_v1,1000000,first_0,-0.84,0.84,nan,nan,False,False
combat_plane_v1,1000000,first_0,-0.16,0.16,nan,nan,True,False
combat_plane_v1,1000000,second_0,-0.48,0.48,nan,nan,True,False
combat_plane_v1,1400000,first_0,-1.2,1.2,nan,nan,False,False
combat_plane_v1,1400000,first_0,0.84,-0.84,nan,nan,True,False
combat_plane_v1,1400000,second_0,-2.76,2.76,nan,nan,True,False
boxing_v1,16600000,second_0,-17.620689655172413,17.620689655172413,nan,nan,True,False
combat_plane_v1,1800000,first_0,-0.92,0.92,nan,nan,False,False
combat_plane_v1,1800000,first_0,1.36,-1.36,nan,nan,True,False
combat_plane_v1,1800000,second_0,-2.44,2.44,nan,nan,True,False
combat_plane_v1,2200000,first_0,-0.88,0.88,nan,nan,False,False
combat_plane_v1,2200000,first_0,0.8,-0.8,nan,nan,True,False
combat_plane_v1,2200000,second_0,-2.84,2.84,nan,nan,True,False
combat_plane_v1,2600000,first_0,0.88,-0.88,nan,nan,False,False
combat_plane_v1,2600000,first_0,1.48,-1.48,nan,nan,True,False
combat_plane_v1,2600000,second_0,-0.72,0.72,nan,nan,True,False
combat_plane_v1,3000000,first_0,0.0,0.0,nan,nan,False,False
boxing_v1,17000000,first_0,-5.310344827586207,5.310344827586207,nan,nan,False,False
combat_plane_v1,3000000,first_0,1.16,-1.16,nan,nan,True,False
combat_plane_v1,3000000,second_0,0.04,-0.04,nan,nan,True,False
combat_plane_v1,3400000,first_0,-3.56,3.56,nan,nan,False,False
combat_plane_v1,3400000,first_0,-3.2,3.2,nan,nan,True,False
combat_plane_v1,3400000,second_0,-1.12,1.12,nan,nan,True,False
combat_plane_v1,3800000,first_0,-6.32,6.32,nan,nan,False,False
combat_plane_v1,3800000,first_0,-6.12,6.12,nan,nan,True,False
combat_plane_v1,3800000,second_0,-0.96,0.96,nan,nan,True,False
combat_plane_v1,4200000,first_0,0.08,-0.08,nan,nan,False,False
combat_plane_v1,4200000,first_0,0.8,-0.8,nan,nan,True,False
boxing_v1,17000000,first_0,-3.5517241379310347,3.5517241379310347,nan,nan,True,False
combat_plane_v1,4200000,second_0,-1.32,1.32,nan,nan,True,False
combat_plane_v1,4600000,first_0,-1.08,1.08,nan,nan,False,False
combat_plane_v1,4600000,first_0,-0.6,0.6,nan,nan,True,False
combat_plane_v1,4600000,second_0,-1.72,1.72,nan,nan,True,False
combat_plane_v1,5000000,first_0,-0.4,0.4,nan,nan,False,False
combat_plane_v1,5000000,first_0,-0.16,0.16,nan,nan,True,False
combat_plane_v1,5000000,second_0,-2.0,2.0,nan,nan,True,False
combat_plane_v1,5400000,first_0,-0.24,0.24,nan,nan,False,False
combat_plane_v1,5400000,first_0,-0.56,0.56,nan,nan,True,False
